sample,min,max
1718275,-0.609436,0.608643
1721385,-0.605469,0.392334
1724495,-0.486633,0.402557
1727605,-0.033508,0.033356
1730715,-0.028137,0.035431
1733825,-0.680603,0.659332
1736935,-0.746399,0.672333
1740045,-0.695251,0.642975
1743155,-0.054504,0.044250
1746265,-0.036743,0.041229
1749375,-0.631989,0.608215
1752485,-0.654480,0.588409
1755595,-0.696289,0.576843
1758705,-0.665588,0.585266
1761815,-0.737244,0.619781
1764925,-0.626892,0.624359
1768035,-0.656738,0.439941
1771145,-0.658875,0.491974
1774255,-0.422272,0.440399
1777365,-0.454712,0.415070
1780475,-0.612640,0.475067
1783585,-0.543243,0.440308
1786695,-0.289948,0.249023
1789805,-0.589233,0.385498
1792915,-0.623047,0.390259
1796025,-0.627869,0.357819
1799135,-0.261932,0.165009
1802245,-0.015289,0.015594
1805355,-0.020020,0.017242
1808465,-0.017822,0.022125
1811575,-0.021851,0.022888
1814685,-0.019165,0.021881
1817795,-0.017059,0.020935
1820905,-0.732300,0.569702
1824015,-0.671051,0.515289
1827125,-0.662079,0.523529
1830235,-0.642212,0.377472
1833345,-0.649170,0.335449
1836455,-0.549805,0.394287
1839565,-0.366577,0.346802
1842675,-0.631805,0.351288
1845785,-0.662354,0.562317
1848895,-0.734558,0.613342
1852005,-0.661926,0.621918
1855115,-0.490875,0.302704
1858225,-0.472748,0.323914
1861335,-0.369659,0.330078
1864445,-0.713531,0.495514
1867555,-0.583618,0.404846
1870665,-0.573669,0.403473
1873775,-0.290344,0.270203
1876885,-0.679169,0.398071
1879995,-0.618958,0.588013
1883105,-0.617218,0.412720
1886215,-0.599731,0.416077
1889325,-0.560486,0.482697
1892435,-0.028839,0.029968
1895545,-0.193207,0.133942
1898655,-0.688507,0.635620
1901765,-0.638397,0.549957
1904875,-0.496552,0.374908
1907985,-0.644104,0.476959
1911095,-0.691925,0.415680
1914205,-0.443665,0.311584
1917315,-0.523682,0.233398
1920425,-0.643311,0.627075
1923535,-0.406860,0.375488
1926645,-0.684418,0.423340
1929755,-0.650757,0.502655
1932865,-0.618561,0.522064
1935975,-0.446136,0.284027
1939085,-0.633606,0.445282
1942195,-0.576447,0.587280
1945305,-0.522400,0.455994
1948415,-0.110199,0.149048
1951525,-0.025543,0.022614
1954635,-0.643127,0.496735
1957745,-0.691406,0.530090
1960855,-0.639374,0.404053
1963965,-0.677765,0.412659
1967075,-0.619781,0.302856
1970185,-0.418732,0.389679
1973295,-0.368835,0.397095
1976405,-0.429596,0.339600
1979515,-0.276428,0.271088
1982625,-0.352020,0.374756
1985735,-0.371613,0.422180
1988845,-0.364716,0.412262
1991955,-0.400848,0.241974
1995065,-0.419861,0.256714
1998175,-0.345673,0.416077
2001285,-0.320557,0.356537
2004395,-0.531616,0.586060
2007505,-0.547943,0.591980
2010615,-0.649384,0.392944
2013725,-0.496643,0.523010
2016835,-0.227417,0.275726
2019945,-0.600311,0.510071
2023055,-0.579742,0.384674
2026165,-0.576172,0.448883
2029275,-0.599548,0.454376
2032385,-0.108826,0.063538
2035495,-0.017365,0.018311
2038605,-0.285645,0.227905
2041715,-0.639526,0.640045
2044825,-0.650818,0.639069
2047935,-0.650696,0.651855
2051045,-0.630737,0.419250
2054155,-0.218597,0.274384
2057265,-0.029999,0.042236
2060375,-0.685944,0.648621
2063485,-0.656738,0.470886
2066595,-0.021149,0.019287
2069705,-0.005341,0.004272
2072815,-0.003906,0.004272
2075925,-0.714508,0.602600
2079035,-0.719238,0.488464
2082145,-0.660095,0.599670
2085255,-0.681213,0.377777
2088365,-0.662537,0.465668
2091475,-0.585297,0.607574
2094585,-0.756989,0.686768
2097695,-0.640594,0.558899
2100805,-0.648499,0.565002
2103915,-0.648529,0.520142
2107025,-0.627197,0.500397
2110135,-0.625153,0.529022
2113245,-0.474640,0.439606
2116355,-0.499603,0.451630
2119465,-0.608612,0.440247
2122575,-0.692291,0.572418
2125685,-0.049133,0.055115
2128795,-0.007111,0.008362
2131905,-0.011932,0.013000
2135015,-0.588531,0.609467
2138125,-0.657379,0.602051
2141235,-0.643890,0.514221
2144345,-0.035370,0.035645
2147455,-0.030640,0.039185
2150565,-0.033569,0.035492
2153675,-0.113556,0.050262
2156785,-0.723969,0.622833
2159895,-0.651154,0.507385
2163005,-0.704407,0.614075
2166115,-0.665619,0.507782
2169225,-0.651398,0.344635
2172335,-0.645447,0.601929
2175445,-0.647003,0.593506
2178555,-0.700836,0.681458
2181665,-0.484436,0.503021
2184775,-0.660065,0.621796
2187885,-0.548187,0.468109
2190995,-0.645050,0.627411
2194105,-0.663940,0.620880
2197215,-0.195068,0.176544
2200325,-0.031952,0.041504
2203435,-0.008423,0.010406
2206545,-0.014252,0.013367
2209655,-0.013611,0.012054
2212765,-0.276764,0.369720
2215875,-0.667206,0.618378
2218985,-0.639099,0.574493
2222095,-0.694031,0.611725
2225205,-0.640961,0.453766
2228315,-0.052643,0.044495
2231425,-0.718475,0.524384
2234535,-0.638855,0.416229
2237645,-0.688263,0.492188
2240755,-0.672211,0.540375
2243865,-0.662964,0.464447
2246975,-0.689972,0.393616
2250085,-0.706848,0.562714
2253195,-0.641724,0.416595
2256305,-0.632385,0.597076
2259415,-0.622894,0.396576
2262525,-0.453918,0.268066
2265635,-0.142883,0.156219
2268745,-0.010559,0.009430
2271855,-0.006866,0.006195
2274965,-0.008240,0.006897
2278075,-0.628571,0.377655
2281185,-0.600464,0.492859
2284295,-0.660858,0.603241
2287405,-0.659760,0.633057
2290515,-0.075195,0.070312
2293625,-0.035614,0.030945
2296735,-0.667511,0.639343
2299845,-0.724213,0.652008
2302955,-0.597382,0.570404
2306065,-0.650482,0.606201
2309175,-0.681366,0.502930
2312285,-0.620392,0.512787
2315395,-0.648956,0.435242
2318505,-0.678131,0.403839
2321615,-0.368683,0.234955
2324725,-0.594727,0.465820
2327835,-0.523956,0.375336
2330945,-0.657867,0.438538
2334055,-0.653564,0.364624
2337165,-0.621552,0.271393
2340275,-0.623718,0.382080
2343385,-0.526306,0.499146
2346495,-0.456573,0.320160
2349605,-0.660400,0.421478
2352715,-0.672028,0.352386
2355825,-0.071594,0.067596
2358935,-0.622009,0.635742
2362045,-0.637787,0.471771
2365155,-0.044098,0.053070
2368265,-0.012726,0.010834
2371375,-0.007843,0.008453
2374485,-0.009552,0.011719
2377595,-0.023407,0.021210
2380705,-0.549988,0.266815
2383815,-0.726074,0.477875
2386925,-0.646484,0.409668
2390035,-0.325684,0.329376
2393145,-0.654724,0.350739
2396255,-0.680511,0.405029
2399365,-0.492462,0.437042
2402475,-0.649200,0.514099
2405585,-0.645111,0.446808
2408695,-0.604584,0.396912
2411805,-0.628296,0.421844
2414915,-0.304871,0.305176
2418025,-0.674713,0.515381
2421135,-0.700287,0.691284
2424245,-0.643311,0.568665
2427355,-0.633575,0.612793
2430465,-0.652954,0.537689
2433575,-0.637787,0.568573
2436685,-0.406586,0.346558
2439795,-0.613617,0.566284
2442905,-0.601562,0.523956
2446015,-0.645630,0.577301
2449125,-0.630646,0.475525
2452235,-0.606934,0.452362
2455345,-0.031219,0.038361
2458455,-0.038422,0.033905
2461565,-0.663239,0.640717
2464675,-0.687805,0.591553
2467785,-0.421631,0.274017
2470895,-0.268372,0.221222
2474005,-0.165436,0.182098
2477115,-0.153900,0.206573
2480225,-0.226379,0.266937
2483335,-0.275116,0.263092
2486445,-0.270020,0.249756
2489555,-0.636566,0.530731
2492665,-0.483063,0.481873
2495775,-0.542999,0.481232
2498885,-0.623444,0.337402
2501995,-0.633820,0.416290
2505105,-0.622711,0.437561
2508215,-0.521637,0.469879
2511325,-0.489868,0.560547
2514435,-0.626373,0.555023
2517545,-0.340973,0.331360
2520655,-0.643494,0.638184
2523765,-0.439606,0.530304
2526875,-0.409515,0.396179
2529985,-0.665527,0.673767
2533095,-0.643555,0.621155
2536205,-0.041229,0.033905
2539315,-0.022583,0.019104
2542425,-0.686493,0.629028
2545535,-0.638885,0.435883
2548645,-0.329529,0.281464
2551755,-0.646912,0.364288
2554865,-0.677124,0.450043
2557975,-0.562531,0.373993
2561085,-0.529999,0.382996
2564195,-0.422577,0.475494
2567305,-0.311340,0.328583
2570415,-0.631256,0.437347
2573525,-0.493652,0.280396
2576635,-0.465942,0.552917
2579745,-0.596771,0.333679
2582855,-0.646606,0.464111
2585965,-0.650879,0.627625
2589075,-0.474609,0.499756
2592185,-0.682404,0.640228
2595295,-0.556458,0.596741
2598405,-0.614807,0.497009
2601515,-0.614655,0.619934
2604625,-0.459473,0.591095
2607735,-0.648804,0.649078
2610845,-0.482300,0.363892
2613955,-0.646576,0.547180
2617065,-0.629974,0.611359
2620175,-0.451355,0.549744
2623285,-0.325592,0.527069
2626395,-0.194000,0.359955
2629505,-0.042450,0.046204
2632615,-0.612244,0.624603
2635725,-0.624237,0.633240
2638835,-0.623291,0.615417
2641945,-0.639771,0.631470
2645055,-0.517181,0.571625
2648165,-0.467346,0.496277
2651275,-0.359039,0.433472
2654385,-0.615723,0.630798
2657495,-0.550781,0.544708
2660605,-0.064575,0.052368
2663715,-0.622559,0.644928
2666825,-0.592102,0.431793
2669935,-0.039093,0.050629
2673045,-0.043335,0.038696
2676155,-0.036835,0.037323
2679265,-0.022461,0.020081
2682375,-0.030792,0.016754
2685485,-0.012970,0.012726
2688595,-0.011322,0.010559
2691705,-0.012512,0.009857
2694815,-0.709412,0.630127
2697925,-0.683411,0.629486
2701035,-0.708405,0.641724
2704145,-0.674286,0.631714
2707255,-0.674957,0.613800
2710365,-0.165131,0.181366
2713475,-0.152100,0.171997
2716585,-0.688568,0.643097
2719695,-0.687927,0.562439
2722805,-0.657532,0.612213
2725915,-0.676727,0.605225
2729025,-0.681274,0.577667
2732135,-0.630035,0.550507
2735245,-0.300079,0.273804
2738355,-0.505981,0.259186
2741465,-0.455261,0.291473
2744575,-0.302216,0.287140
2747685,-0.601288,0.481781
2750795,-0.572296,0.429626
2753905,-0.367737,0.307465
2757015,-0.474518,0.295013
2760125,-0.040436,0.044312
2763235,-0.667023,0.585144
2766345,-0.644470,0.592804
2769455,-0.681702,0.506470
2772565,-0.648560,0.558868
2775675,-0.659149,0.496216
2778785,-0.664062,0.694824
2781895,-0.634705,0.579926
2785005,-0.549652,0.331512
2788115,-0.259247,0.165558
2791225,-0.079559,0.053070
2794335,-0.647095,0.623749
2797445,-0.596039,0.624634
2800555,-0.617645,0.536072
2803665,-0.675018,0.646942
2806775,-0.618622,0.619080
2809885,-0.454956,0.362640
2812995,-0.090332,0.099457
2816105,-0.073975,0.069672
2819215,-0.062988,0.082642
2822325,-0.056213,0.051361
2825435,-0.640839,0.679657
2828545,-0.186981,0.230621
2831655,-0.734863,0.644226
2834765,-0.693665,0.630005
2837875,-0.649292,0.580322
2840985,-0.632568,0.604095
2844095,-0.561340,0.523987
2847205,-0.483093,0.457764
2850315,-0.651703,0.589447
2853425,-0.403412,0.338928
2856535,-0.704681,0.413513
2859645,-0.652802,0.463593
2862755,-0.402222,0.243164
2865865,-0.671448,0.480164
2868975,-0.627502,0.563049
2872085,-0.641479,0.517029
2875195,-0.624847,0.397217
2878305,-0.576294,0.272522
2881415,-0.600983,0.333649
2884525,-0.200104,0.176697
2887635,-0.587860,0.394775
2890745,-0.620575,0.389069
2893855,-0.060638,0.060974
2896965,-0.046478,0.064240
2900075,-0.046326,0.041290
2903185,-0.634674,0.577728
2906295,-0.689850,0.596039
2909405,-0.675293,0.657410
2912515,-0.583130,0.469116
2915625,-0.562469,0.411743
2918735,-0.492401,0.477600
2921845,-0.521942,0.420349
2924955,-0.601410,0.342133
2928065,-0.567108,0.303375
2931175,-0.477417,0.253662
2934285,-0.323486,0.238434
2937395,-0.302063,0.240234
2940505,-0.342896,0.360657
2943615,-0.224670,0.223145
2946725,-0.036621,0.036377
2949835,-0.023193,0.021790
2952945,-0.590332,0.387421
2956055,-0.658783,0.497070
2959165,-0.613068,0.481689
2962275,-0.583862,0.428833
