sample,min,max
1139018,-0.479736,0.608490
1142212,-0.425385,0.522766
1145408,-0.234863,0.268585
1148602,-0.040619,0.045197
1151798,-0.044861,0.048340
1154992,-0.423340,0.625275
1158188,-0.581818,0.700867
1161382,-0.378082,0.443481
1164578,-0.385406,0.393494
1167772,-0.780487,0.771484
1170968,-0.716705,0.630096
1174162,-0.470093,0.744415
1177358,-0.162079,0.168549
1180552,-0.348206,0.709839
1183748,-0.282379,0.733856
1186942,-0.039764,0.037384
1190138,-0.035858,0.039215
1193332,-0.024017,0.024658
1196528,-0.031952,0.030518
1199722,-0.745453,0.796661
1202918,-0.123627,0.143372
1206112,-0.824829,0.842285
1209308,-0.703766,0.773743
1212502,-0.569427,0.789948
1215698,-0.205200,0.242157
1218892,-0.095825,0.117493
1222088,-0.047791,0.062836
1225282,-0.139587,0.108887
1228478,-0.015900,0.018219
1231672,-0.011810,0.010651
1234868,-0.201721,0.226227
1238062,-0.065735,0.060059
1241258,-0.020630,0.020386
1244452,-0.625153,0.620850
1247648,-0.177643,0.317902
1250842,-0.454529,0.751251
1254038,-0.748688,0.757355
1257232,-0.459442,0.553802
1260428,-0.591003,0.762054
1263622,-0.062073,0.067474
1266818,-0.036499,0.040405
1270012,-0.476410,0.701416
1273208,-0.687775,0.783356
1276402,-0.770050,0.807159
1279598,-0.370392,0.421631
1282792,-0.384094,0.381134
1285988,-0.094635,0.090210
1289182,-0.028870,0.030731
1292378,-0.493896,0.769531
1295572,-0.412842,0.756195
1298768,-0.575989,0.670746
1301962,-0.610107,0.657013
1305158,-0.464294,0.623474
1308352,-0.161133,0.175079
1311548,-0.556061,0.620392
1314742,-0.557373,0.632324
1317938,-0.318970,0.351685
1321132,-0.301697,0.604645
1324328,-0.287689,0.524078
1327522,-0.549103,0.775452
1330718,-0.776093,0.774139
1333912,-0.707916,0.775757
1337108,-0.246490,0.322144
1340302,-0.323425,0.393860
1343498,-0.293152,0.393250
1346692,-0.102020,0.085907
1349888,-0.277252,0.329742
1353082,-0.281281,0.292877
1356278,-0.297241,0.462372
1359472,-0.565186,0.759857
1362668,-0.294464,0.347839
1365862,-0.449310,0.415100
1369058,-0.456696,0.474915
1372252,-0.183685,0.177979
1375448,-0.024170,0.031006
1378642,-0.022339,0.022186
1381838,-0.017975,0.019348
1385032,-0.265625,0.325500
1388228,-0.211945,0.392426
1391422,-0.082031,0.121948
1394618,-0.028809,0.027130
1397812,-0.060577,0.065399
1401008,-0.287933,0.353546
1404202,-0.673950,0.787354
1407398,-0.362030,0.526611
1410592,-0.508484,0.508850
1413788,-0.669373,0.777039
1416982,-0.511871,0.635620
1420178,-0.493896,0.711884
1423372,-0.244812,0.359192
1426568,-0.373932,0.604156
1429762,-0.491425,0.680664
1432958,-0.122559,0.102112
1436152,-0.026489,0.024170
1439348,-0.020630,0.020081
1442542,-0.290894,0.496307
1445738,-0.373535,0.653839
1448932,-0.398743,0.684723
1452128,-0.134521,0.241547
1455322,-0.419586,0.501221
1458518,-0.260681,0.376373
1461712,-0.153320,0.228729
1464908,-0.123840,0.204468
1468102,-0.483765,0.711487
1471298,-0.775543,0.793488
1474492,-0.783264,0.791901
1477688,-0.615845,0.785187
1480882,-0.398285,0.515961
1484078,-0.751404,0.826660
1487272,-0.695282,0.776428
1490468,-0.368683,0.612091
1493662,-0.101257,0.175659
1496858,-0.023224,0.021179
1500052,-0.154724,0.157196
1503248,-0.758148,0.772339
1506442,-0.808838,0.821564
1509638,-0.651367,0.606018
1512832,-0.496429,0.647064
1516028,-0.326813,0.336700
1519222,-0.614746,0.771912
1522418,-0.311005,0.543793
1525612,-0.324615,0.377869
1528808,-0.582123,0.696960
1532002,-0.567657,0.666473
1535198,-0.609436,0.677155
1538392,-0.641357,0.677246
1541588,-0.456451,0.573639
1544782,-0.294128,0.352570
1547978,-0.269958,0.310852
1551172,-0.247406,0.291748
1554368,-0.230225,0.375427
1557562,-0.217316,0.299622
1560758,-0.337585,0.353821
1563952,-0.337585,0.472900
1567148,-0.408234,0.480957
1570342,-0.258362,0.318756
1573538,-0.423737,0.426056
1576732,-0.434082,0.415833
1579928,-0.045959,0.062103
1583122,-0.034576,0.052643
1586318,-0.645111,0.774750
1589512,-0.672211,0.774170
1592708,-0.610687,0.818909
1595902,-0.474854,0.611633
1599098,-0.380280,0.615570
1602292,-0.318726,0.556732
1605488,-0.344360,0.433380
1608682,-0.539734,0.649353
1611878,-0.271454,0.333069
1615072,-0.664001,0.767517
1618268,-0.520782,0.785126
1621462,-0.454620,0.502411
1624658,-0.327850,0.318451
1627852,-0.179901,0.287445
1631048,-0.150238,0.322144
1634242,-0.052155,0.058868
1637438,-0.129822,0.217834
1640632,-0.533997,0.759033
1643828,-0.416138,0.707062
1647022,-0.675934,0.668732
1650218,-0.298950,0.495758
1653412,-0.268951,0.517365
1656608,-0.332031,0.444214
1659802,-0.088043,0.072754
1662998,-0.038635,0.038086
1666192,-0.041718,0.042969
1669388,-0.030731,0.034210
1672582,-0.064911,0.084320
1675778,-0.764893,0.786041
1678972,-0.755432,0.772766
1682168,-0.167542,0.186707
1685362,-0.059601,0.067871
1688558,-0.023895,0.023895
1691752,-0.606415,0.715424
1694948,-0.581604,0.769562
1698142,-0.608063,0.758026
1701338,-0.310883,0.349274
1704532,-0.748444,0.755768
1707728,-0.427063,0.506683
1710922,-0.744476,0.766327
1714118,-0.414154,0.606537
1717312,-0.758728,0.789398
1720508,-0.624725,0.757874
1723702,-0.416199,0.511505
1726898,-0.128784,0.126129
1730092,-0.108429,0.112335
1733288,-0.176971,0.253265
1736482,-0.275391,0.311890
1739678,-0.577942,0.772888
1742872,-0.425812,0.602081
1746068,-0.454468,0.727875
1749262,-0.537109,0.775879
1752458,-0.087921,0.092102
1755652,-0.397552,0.403748
1758848,-0.524048,0.646606
1762042,-0.417938,0.621796
1765238,-0.298035,0.497742
1768432,-0.380829,0.502075
1771628,-0.446472,0.536621
1774822,-0.781769,0.781616
1778018,-0.760040,0.793793
1781212,-0.289978,0.476379
1784408,-0.052368,0.039062
1787602,-0.039612,0.042969
1790798,-0.237244,0.523224
1793992,-0.440643,0.715668
1797188,-0.465240,0.661530
1800382,-0.334839,0.437012
1803578,-0.081360,0.118195
1806772,-0.540222,0.571167
1809968,-0.414001,0.447784
1813162,-0.351562,0.363922
1816358,-0.462524,0.675507
1819552,-0.199890,0.490204
1822748,-0.240509,0.385315
1825942,-0.142090,0.278137
1829138,-0.026398,0.028992
1832332,-0.019440,0.018097
1835528,-0.022980,0.027222
1838722,-0.323792,0.385559
1841918,-0.593536,0.721161
1845112,-0.425903,0.610931
1848308,-0.084595,0.131561
1851502,-0.052612,0.062012
1854698,-0.473816,0.476532
1857892,-0.473816,0.561554
1861088,-0.367523,0.707855
1864282,-0.401520,0.397552
1867478,-0.409576,0.764313
1870672,-0.294617,0.512482
1873868,-0.288483,0.577209
1877062,-0.212128,0.444672
1880258,-0.226288,0.253998
1883452,-0.260681,0.446960
1886648,-0.278107,0.594177
1889842,-0.404572,0.711792
1893038,-0.785736,0.769928
1896232,-0.674225,0.623352
1899428,-0.094116,0.099426
1902622,-0.473877,0.632294
1905818,-0.314697,0.374664
1909012,-0.464233,0.507965
1912208,-0.604797,0.747711
1915402,-0.638123,0.683228
1918598,-0.345215,0.353363
1921792,-0.424805,0.510223
1924988,-0.149841,0.186371
1928182,-0.650757,0.830811
1931378,-0.285950,0.449493
1934572,-0.396240,0.566864
1937768,-0.676849,0.802490
1940962,-0.229279,0.237885
1944158,-0.472015,0.378906
1947352,-0.429413,0.446869
1950548,-0.101440,0.069519
1953742,-0.029053,0.028198
1956938,-0.029388,0.030365
1960132,-0.027039,0.028625
1963328,-0.784027,0.799469
1966522,-0.352722,0.580292
1969718,-0.060944,0.052643
1972912,-0.427673,0.574982
1976108,-0.097656,0.096924
1979302,-0.032715,0.032806
1982498,-0.813568,0.820160
1985692,-0.778778,0.814819
1988888,-0.727722,0.790619
1992082,-0.619720,0.762909
1995278,-0.058319,0.081909
1998472,-0.026306,0.029388
2001668,-0.023071,0.031433
2004862,-0.016907,0.020599
2008058,-0.013214,0.013672
2011252,-0.107300,0.117676
2014448,-0.550354,0.759155
2017642,-0.409607,0.548615
2020838,-0.208252,0.278137
2024032,-0.563141,0.677124
2027228,-0.461914,0.465454
2030422,-0.209869,0.274536
2033618,-0.413391,0.722809
2036812,-0.758636,0.783752
2040008,-0.115936,0.092285
2043202,-0.594727,0.526093
2046398,-0.226715,0.332581
2049592,-0.270325,0.319031
2052788,-0.267609,0.304871
2055982,-0.233368,0.325806
2059178,-0.302032,0.428772
2062372,-0.420715,0.329803
2065568,-0.378510,0.515564
2068762,-0.390625,0.407867
2071958,-0.123047,0.092468
2075152,-0.028229,0.032135
2078348,-0.022186,0.023865
2081542,-0.018890,0.022614
2084738,-0.019379,0.016541
2087932,-0.695648,0.772400
2091128,-0.335785,0.496979
2094322,-0.404816,0.605377
2097518,-0.055359,0.053925
2100712,-0.059143,0.053131
2103908,-0.481964,0.743469
2107102,-0.711334,0.750610
2110298,-0.677246,0.634705
2113492,-0.339294,0.413361
2116688,-0.593292,0.765808
2119882,-0.453552,0.594849
2123078,-0.344543,0.334564
2126272,-0.626617,0.783112
2129468,-0.234253,0.290161
2132662,-0.796234,0.790558
2135858,-0.318420,0.359436
2139052,-0.599365,0.759949
2142248,-0.766235,0.770447
2145442,-0.412994,0.403839
2148638,-0.634613,0.752319
2151832,-0.793884,0.794617
2155028,-0.538116,0.734802
2158222,-0.514618,0.679749
2161418,-0.247345,0.231812
2164612,-0.341675,0.546722
2167808,-0.225586,0.444397
2171002,-0.229065,0.256775
2174198,-0.464508,0.509949
2177392,-0.375122,0.446075
2180588,-0.630005,0.763702
2183782,-0.275848,0.379639
2186978,-0.293091,0.303070
2190172,-0.453674,0.708527
2193368,-0.566345,0.546814
2196562,-0.331879,0.419922
2199758,-0.723602,0.771637
2202952,-0.243103,0.305054
2206148,-0.355377,0.446716
2209342,-0.330963,0.430298
2212538,-0.286804,0.317657
2215732,-0.552612,0.420288
2218928,-0.456268,0.677582
2222122,-0.412659,0.622986
2225318,-0.440430,0.645996
2228512,-0.181305,0.203705
2231708,-0.460541,0.626465
2234902,-0.213776,0.272278
2238098,-0.214508,0.270569
2241292,-0.550507,0.567047
2244488,-0.363495,0.555542
2247682,-0.266083,0.466827
2250878,-0.341553,0.404572
2254072,-0.192139,0.320526
2257268,-0.314972,0.342804
2260462,-0.085449,0.086945
2263658,-0.069733,0.072479
2266852,-0.766937,0.760101
2270048,-0.522614,0.477203
2273242,-0.337891,0.448975
2276438,-0.533173,0.759247
2279632,-0.834747,0.869049
2282828,-0.794067,0.820587
2286022,-0.422882,0.386505
2289218,-0.306549,0.339417
2292412,-0.843140,0.862122
2295608,-0.308350,0.378754
2298802,-0.125397,0.162079
2301998,-0.292877,0.323700
2305192,-0.267517,0.297180
2308388,-0.231415,0.293427
2311582,-0.368500,0.403687
2314778,-0.402527,0.513916
2317972,-0.185699,0.309814
2321168,-0.350555,0.600250
2324362,-0.270996,0.264343
2327558,-0.142761,0.184845
2330752,-0.028442,0.024841
2333948,-0.024384,0.024689
2337142,-0.032837,0.026703
2340338,-0.777100,0.746368
2343532,-0.696655,0.766144
2346728,-0.198669,0.420776
2349922,-0.349670,0.389771
2353118,-0.395996,0.449890
2356312,-0.335632,0.293121
2359508,-0.612762,0.785583
2362702,-0.548248,0.579651
2365898,-0.720245,0.691315
2369092,-0.255432,0.325134
2372288,-0.319489,0.355957
2375482,-0.646881,0.720184
2378678,-0.476776,0.700989
2381872,-0.368744,0.517853
2385068,-0.169128,0.327942
2388262,-0.658325,0.799194
2391458,-0.194153,0.256805
2394652,-0.093933,0.136902
2397848,-0.582550,0.751862
2401042,-0.645813,0.747864
2404238,-0.483582,0.526031
2407432,-0.529266,0.542725
2410628,-0.196533,0.283051
2413822,-0.193115,0.216339
2417018,-0.309631,0.338043
2420212,-0.721924,0.777069
2423408,-0.311188,0.349365
2426602,-0.251190,0.392487
2429798,-0.060333,0.105225
2432992,-0.211426,0.240448
2436188,-0.806335,0.788635
2439382,-0.337372,0.377289
2442578,-0.758240,0.804169
2445772,-0.457794,0.446136
2448968,-0.413818,0.505920
2452162,-0.519043,0.748016
2455358,-0.113159,0.146606
2458552,-0.038971,0.034790
2461748,-0.802582,0.805481
2464942,-0.762054,0.774597
2468138,-0.422699,0.376892
2471332,-0.435394,0.380157
2474528,-0.754059,0.771149
2477722,-0.617065,0.619263
2480918,-0.751862,0.779297
2484112,-0.550873,0.610901
2487308,-0.091583,0.095123
2490502,-0.034058,0.035309
2493698,-0.383453,0.432739
2496892,-0.485565,0.432739
2500088,-0.803436,0.819336
2503282,-0.409271,0.752655
2506478,-0.339600,0.462280
2509672,-0.059570,0.091522
2512868,-0.024078,0.023926
2516062,-0.759155,0.777649
2519258,-0.547272,0.760956
2522452,-0.492004,0.485931
2525648,-0.433929,0.647278
2528842,-0.401733,0.588196
2532038,-0.241241,0.434601
2535232,-0.290863,0.298889
2538428,-0.515808,0.548218
2541622,-0.476105,0.549805
2544818,-0.237000,0.245941
2548012,-0.029327,0.024445
2551208,-0.468536,0.589447
2554402,-0.605164,0.789856
2557598,-0.762299,0.772186
2560792,-0.769257,0.769989
2563988,-0.380981,0.476990
2567182,-0.567749,0.698120
2570378,-0.489594,0.668518
2573572,-0.317993,0.607574
2576768,-0.414642,0.561310
2579962,-0.572357,0.618103
2583158,-0.344299,0.369904
2586352,-0.329468,0.423798
2589548,-0.469116,0.734680
2592742,-0.638824,0.831024
2595938,-0.335205,0.440491
2599132,-0.159088,0.199890
2602328,-0.350067,0.409027
2605522,-0.439026,0.656433
2608718,-0.249176,0.266937
2611912,-0.360168,0.454681
2615108,-0.054260,0.055054
2618302,-0.032074,0.044678
2621498,-0.180878,0.214722
2624692,-0.565948,0.699127
2627888,-0.251740,0.479248
2631082,-0.250275,0.396790
2634278,-0.518860,0.737335
2637472,-0.231659,0.303650
2640668,-0.184784,0.169006
2643862,-0.630798,0.584473
2647058,-0.266083,0.430573
2650252,-0.163544,0.358673
2653448,-0.117065,0.385284
2656642,-0.569824,0.564453
2659838,-0.756744,0.797943
2663032,-0.457611,0.524078
2666228,-0.273346,0.284515
2669422,-0.051208,0.059998
2672618,-0.156708,0.163696
2675812,-0.578613,0.743866
2679008,-0.283264,0.342163
2682202,-0.164612,0.194366
2685398,-0.804840,0.830750
2688592,-0.220123,0.267334
2691788,-0.198853,0.255859
2694982,-0.049988,0.054840
2698178,-0.548523,0.555756
2701372,-0.377472,0.433411
2704568,-0.675873,0.766815
2707762,-0.514313,0.518677
2710958,-0.317932,0.402679
2714152,-0.389496,0.411407
2717348,-0.606445,0.757477
2720542,-0.793579,0.815399
2723738,-0.806458,0.795166
2726932,-0.782288,0.813690
2730128,-0.469391,0.527466
2733322,-0.507874,0.565247
2736518,-0.184570,0.306152
2739712,-0.154480,0.252808
2742908,-0.226776,0.280609
2746102,-0.465027,0.597351
2749298,-0.618103,0.773590
2752492,-0.775360,0.814392
2755688,-0.434875,0.626099
2758882,-0.051636,0.054199
2762078,-0.447601,0.689362
2765272,-0.402100,0.725006
2768468,-0.630280,0.766266
2771662,-0.419159,0.688141
2774858,-0.465179,0.475098
2778052,-0.433014,0.552704
2781248,-0.409698,0.432709
2784442,-0.084259,0.087921
2787638,-0.031067,0.040466
2790832,-0.104950,0.089752
2794028,-0.487457,0.725677
2797222,-0.783051,0.819397
2800418,-0.556793,0.806519
2803612,-0.646912,0.730804
2806808,-0.552734,0.715027
2810002,-0.399933,0.355835
2813198,-0.049225,0.058746
2816392,-0.020630,0.022064
2819588,-0.541534,0.417175
2822782,-0.791290,0.822510
2825978,-0.743103,0.792603
2829172,-0.182068,0.269592
2832368,-0.808228,0.852051
2835562,-0.802032,0.809113
2838758,-0.315613,0.358795
2841952,-0.056091,0.058502
2845148,-0.205872,0.402374
2848342,-0.239410,0.488892
2851538,-0.191956,0.382446
2854732,-0.770752,0.779083
2857928,-0.791290,0.787720
2861122,-0.769623,0.773804
2864318,-0.416962,0.669678
2867512,-0.588226,0.739258
2870708,-0.198517,0.183685
2873902,-0.396484,0.775909
2877098,-0.295258,0.359497
2880292,-0.661285,0.864777
2883488,-0.493561,0.758179
2886682,-0.232697,0.323578
2889878,-0.255951,0.481262
2893072,-0.349396,0.343903
2896268,-0.222229,0.385132
2899462,-0.274933,0.513824
2902658,-0.053467,0.061523
2905852,-0.051544,0.041748
2909048,-0.032623,0.026886
2912242,-0.036987,0.046509
2915438,-0.062653,0.061005
2918632,-0.046204,0.051788
2921828,-0.020721,0.033936
2925022,-0.044800,0.033630
2928218,-0.781555,0.795624
2931412,-0.838623,0.829498
2934608,-0.691864,0.582733
2937802,-0.819733,0.722961
2940998,-0.679688,0.637115
2944192,-0.799744,0.774750
2947388,-0.764313,0.768524
2950582,-0.753754,0.745087
2953778,-0.781250,0.795502
2956972,-0.774475,0.775909
2960168,-0.790131,0.768463
2963362,-0.536224,0.570862
2966558,-0.800873,0.661407
2969752,-0.297913,0.394135
2972948,-0.786957,0.806763
2976142,-0.761627,0.838104
2979338,-0.364349,0.393921
2982532,-0.555908,0.622589
2985728,-0.555664,0.716675
2988922,-0.665527,0.775269
2992118,-0.400787,0.528870
2995312,-0.206482,0.239166
2998508,-0.030945,0.029388
3001702,-0.015747,0.019714
3004898,-0.012817,0.017517
3008092,-0.008881,0.012238
3011288,-0.017853,0.013550
3014482,-0.012695,0.011292
3017678,-0.007019,0.008270
3020872,-0.009796,0.008575
3024068,-0.024261,0.019226
3027262,-0.299713,0.389801
3030458,-0.510345,0.468964
3033652,-0.266846,0.266541
3036848,-0.589996,0.610352
3040042,-0.736755,0.938446
3043238,-0.305084,0.383453
