sample,min,max
270400,-0.180450,0.144897
273600,-0.148193,0.135956
276800,-0.005585,0.005402
280000,-0.205292,0.201019
283200,-0.389832,0.393555
286400,-0.121887,0.124756
289600,-0.472412,0.427094
292800,-0.376801,0.384216
296000,-0.026367,0.023895
299200,-0.268890,0.221344
302400,-0.285004,0.243835
305600,-0.180878,0.153137
308800,-0.073364,0.074432
312000,-0.220734,0.188873
315200,-0.160706,0.143250
318400,-0.226807,0.290405
321600,-0.383484,0.400970
324800,-0.261658,0.357300
328000,-0.339355,0.430511
331200,-0.391724,0.452911
334400,-0.325775,0.430389
337600,-0.492615,0.541870
340800,-0.130371,0.115509
344000,-0.090607,0.120392
347200,-0.135773,0.144714
350400,-0.069702,0.060974
353600,-0.143555,0.107178
356800,-0.242859,0.233490
360000,-0.118469,0.078613
363200,-0.111053,0.131439
366400,-0.298706,0.347656
369600,-0.204468,0.252655
372800,-0.227081,0.215881
376000,-0.053040,0.072235
379200,-0.142975,0.097870
382400,-0.159821,0.163116
385600,-0.343536,0.302460
388800,-0.428314,0.403656
392000,-0.408295,0.333466
395200,-0.301025,0.292572
398400,-0.154510,0.140106
401600,-0.423828,0.446198
404800,-0.375916,0.316071
408000,-0.134064,0.126801
411200,-0.193054,0.188568
414400,-0.179535,0.166534
417600,-0.118683,0.132996
420800,-0.379822,0.369812
424000,-0.095917,0.095459
427200,-0.084015,0.079742
430400,-0.130341,0.098907
433600,-0.180328,0.207947
436800,-0.153534,0.188629
440000,-0.108643,0.075867
443200,-0.189209,0.167908
446400,-0.123444,0.092285
449600,-0.093658,0.103790
452800,-0.234283,0.183624
456000,-0.144318,0.094208
459200,-0.053986,0.027771
462400,-0.177643,0.144226
465600,-0.176971,0.168762
468800,-0.189911,0.153900
472000,-0.074951,0.071259
475200,-0.022797,0.027740
478400,-0.029114,0.040710
481600,-0.154907,0.172791
484800,-0.183563,0.182404
488000,-0.232483,0.191528
491200,-0.152802,0.164795
494400,-0.127777,0.177765
497600,-0.151215,0.185272
500800,-0.021088,0.028900
504000,-0.101562,0.130005
507200,-0.061157,0.055481
510400,-0.037628,0.049347
513600,-0.046204,0.045319
516800,-0.007629,0.008667
520000,-0.011230,0.012970
523200,-0.724396,0.732941
526400,-0.625580,0.652039
529600,-0.834290,0.611298
532800,-0.414001,0.428192
536000,-0.368561,0.265137
539200,-0.095032,0.088989
542400,-0.251099,0.209564
545600,-0.223419,0.250885
548800,-0.741608,0.596008
552000,-0.722290,0.563293
555200,-0.045135,0.038269
558400,-0.017761,0.017761
561600,-0.388153,0.447021
564800,-0.356903,0.429871
568000,-0.667603,0.519226
571200,-0.793732,0.698792
574400,-0.166809,0.177216
577600,-0.615753,0.579712
580800,-0.218262,0.221039
584000,-0.399017,0.383636
587200,-0.516235,0.428192
590400,-0.461365,0.401917
593600,-0.009369,0.008942
596800,-0.006683,0.005585
600000,-0.691589,0.676575
603200,-0.330109,0.269928
606400,-0.366974,0.318115
609600,-0.598633,0.822144
612800,-0.658112,0.813202
616000,-0.443512,0.463409
619200,-0.021454,0.024200
622400,-0.398560,0.464996
625600,-0.427856,0.392151
628800,-0.110626,0.111725
632000,-0.555359,0.548950
635200,-0.620605,0.506622
638400,-0.101471,0.101868
641600,-0.004852,0.004181
644800,-0.569763,0.667877
648000,-0.651154,0.514343
651200,-0.772064,0.815582
654400,-0.342712,0.225586
657600,-0.548676,0.368317
660800,-0.447784,0.579987
664000,-0.927368,0.977448
667200,-0.900970,0.947174
670400,-0.016418,0.021118
673600,-0.006348,0.007599
676800,-0.269592,0.227112
680000,-0.400909,0.354828
683200,-0.405823,0.417450
686400,-0.391876,0.449524
689600,-0.086792,0.125580
692800,-0.228821,0.233459
696000,-0.359528,0.386871
699200,-0.419800,0.428253
702400,-0.290558,0.274567
705600,-0.269104,0.230743
708800,-0.691315,0.497284
712000,-0.477325,0.308533
715200,-0.356903,0.377289
718400,-0.452087,0.550262
721600,-0.393188,0.451141
724800,-0.007629,0.008270
728000,-0.006073,0.004730
731200,-0.016052,0.026337
734400,-0.010468,0.012817
737600,-0.008606,0.009033
740800,-0.103455,0.104858
744000,-0.032440,0.029114
747200,-0.853271,0.826538
750400,-0.815460,0.863586
753600,-0.797363,0.883789
756800,-0.884125,0.977966
760000,-0.429810,0.523407
763200,-0.247223,0.275665
766400,-0.009247,0.010376
769600,-0.003906,0.003998
772800,-0.654999,0.433197
776000,-0.371887,0.230927
779200,-0.241516,0.251526
782400,-0.131134,0.128143
785600,-0.671265,0.488251
788800,-0.588501,0.367188
792000,-0.098236,0.079376
795200,-0.014832,0.017365
798400,-0.320374,0.237732
801600,-0.606140,0.426147
804800,-0.345245,0.315094
808000,-0.319519,0.322266
811200,-0.180969,0.204193
814400,-0.027435,0.029663
817600,-0.438629,0.236298
820800,-0.334900,0.183624
824000,-0.335449,0.211945
827200,-0.360779,0.168701
830400,-0.042175,0.043274
833600,-0.009521,0.010376
836800,-0.797699,0.698975
840000,-0.719696,0.654205
843200,-0.213043,0.242950
846400,-0.012390,0.009094
849600,-0.840576,0.561066
852800,-0.591858,0.393982
856000,-0.194550,0.156891
859200,-0.053436,0.057312
862400,-0.020386,0.021454
865600,-0.014801,0.015991
868800,-0.006653,0.007599
872000,-0.574280,0.476685
875200,-0.381439,0.279572
878400,-0.339722,0.202850
881600,-0.015686,0.015411
884800,-0.010651,0.009735
888000,-0.682312,0.389252
891200,-0.384674,0.317078
894400,-0.164276,0.158325
897600,-0.014313,0.008331
900800,-0.006165,0.007050
904000,-0.514679,0.426483
907200,-0.525238,0.300018
910400,-0.239990,0.154785
913600,-0.060181,0.052063
916800,-0.015991,0.013336
920000,-0.278687,0.364471
923200,-0.555511,0.607819
926400,-0.292877,0.253052
929600,-0.242645,0.234924
932800,-0.035339,0.036652
936000,-0.008972,0.007721
939200,-0.432098,0.218231
942400,-0.457672,0.295471
945600,-0.204834,0.153473
948800,-0.060425,0.048370
952000,-0.012421,0.009491
955200,-0.161346,0.121643
958400,-0.307587,0.319489
961600,-0.362213,0.305908
964800,-0.089355,0.062622
968000,-0.740021,0.792389
971200,-0.478760,0.578613
974400,-0.017883,0.025146
977600,-0.005280,0.005646
980800,-0.035889,0.040497
984000,-0.025574,0.027100
987200,-0.011261,0.009949
990400,-0.427032,0.263062
993600,-0.599823,0.442322
996800,-0.583282,0.381714
1000000,-0.153687,0.096832
1003200,-0.003540,0.003632
1006400,-0.695831,0.705048
1009600,-0.886810,0.696808
1012800,-0.388824,0.364014
1016000,-0.228851,0.162170
1019200,-0.028229,0.040222
1022400,-0.009796,0.011169
1025600,-0.588257,0.376129
1028800,-0.236328,0.187531
1032000,-0.223145,0.243744
1035200,-0.168701,0.214325
1038400,-0.022369,0.024750
1041600,-0.038055,0.041504
1044800,-0.014526,0.014740
1048000,-0.286469,0.284668
1051200,-0.161011,0.113708
1054400,-0.146088,0.112122
1057600,-0.030121,0.028809
1060800,-0.021057,0.020966
1064000,-0.010864,0.010101
1067200,-0.727142,0.670227
1070400,-0.429230,0.417633
1073600,-0.390198,0.364471
1076800,-0.111542,0.128662
1080000,-0.009125,0.007050
1083200,-0.595764,0.521576
1086400,-0.512878,0.506226
1089600,-0.183167,0.169006
1092800,-0.070770,0.052124
1096000,-0.499420,0.487488
1099200,-0.442810,0.505371
1102400,-0.040253,0.041809
1105600,-0.012726,0.012543
1108800,-0.011780,0.008362
1112000,-0.620880,0.598419
1115200,-0.303589,0.289886
1118400,-0.189636,0.205719
1121600,-0.871277,0.749756
1124800,-0.811005,0.456085
1128000,-0.164032,0.159607
1131200,-0.005219,0.005707
1134400,-0.490906,0.523010
1137600,-0.569641,0.533630
1140800,-0.515564,0.442322
1144000,-0.100891,0.068817
1147200,-0.013702,0.018707
1150400,-0.014893,0.016968
1153600,-0.003448,0.003418
1156800,-0.530945,0.364441
1160000,-0.443512,0.409210
1163200,-0.148468,0.162384
1166400,-0.835114,0.459839
1169600,-0.600311,0.611816
1172800,-0.250122,0.274902
1176000,-0.020386,0.019775
1179200,-0.024475,0.027405
1182400,-0.011993,0.010345
1185600,-0.516113,0.429504
1188800,-0.489380,0.363068
1192000,-0.340973,0.326508
1195200,-0.044006,0.044434
1198400,-0.671173,0.642944
1201600,-0.519531,0.510315
1204800,-0.005920,0.007263
1208000,-0.034576,0.037415
1211200,-0.472656,0.386353
1214400,-0.559784,0.449371
1217600,-0.041809,0.045044
1220800,-0.217560,0.244629
1224000,-0.222595,0.224548
1227200,-0.018890,0.022827
1230400,-0.006958,0.006958
1233600,-0.510162,0.370819
1236800,-0.274414,0.268677
1240000,-0.270630,0.265228
1243200,-0.011688,0.010284
1246400,-0.014435,0.014313
1249600,-0.542694,0.396637
1252800,-0.598724,0.478149
1256000,-0.102509,0.082245
1259200,-0.053955,0.046783
1262400,-0.013672,0.014648
1265600,-0.012207,0.009918
1268800,-0.554871,0.626068
1272000,-0.456268,0.562500
1275200,-0.198517,0.199738
1278400,-0.375977,0.388977
1281600,-0.054840,0.049622
1284800,-0.684875,0.667603
1288000,-0.383759,0.448151
1291200,-0.016602,0.016510
1294400,-0.683228,0.664948
1297600,-0.673126,0.678467
1300800,-0.197418,0.181183
1304000,-0.054779,0.042358
1307200,-0.030426,0.036957
1310400,-0.013245,0.012939
1313600,-0.005890,0.005798
1316800,-0.207367,0.237274
1320000,-0.306061,0.250122
1323200,-0.341339,0.292603
1326400,-0.028198,0.027130
1329600,-0.025787,0.030243
1332800,-0.044952,0.050690
1336000,-0.022308,0.021545
1339200,-0.012634,0.018738
1342400,-0.008179,0.007996
1345600,-0.003601,0.003662
1348800,-0.004883,0.004272
1352000,-0.013428,0.015778
1355200,-0.022736,0.024475
1358400,-0.230377,0.184326
1361600,-0.344574,0.444031
1364800,-0.321747,0.378021
1368000,-0.324127,0.257477
1371200,-0.368652,0.311493
1374400,-0.124390,0.123566
1377600,-0.007172,0.005371
1380800,-0.004639,0.004333
1384000,-0.013367,0.012329
1387200,-0.013519,0.017670
1390400,-0.013855,0.011749
1393600,-0.007721,0.009949
1396800,-0.005493,0.008881
1400000,-0.005096,0.005920
1403200,-0.003632,0.004517
1406400,-0.006714,0.006622
1409600,-0.004486,0.004028
1412800,-0.030701,0.027771
1416000,-0.662964,0.609985
1419200,-0.388855,0.497650
1422400,-0.979095,0.958221
1425600,-0.401215,0.320648
1428800,-0.979523,0.832397
1432000,-0.980286,0.863647
1435200,-0.223450,0.209930
1438400,-0.578827,0.484833
1441600,-0.608124,0.455139
1444800,-0.249023,0.243378
1448000,-0.532562,0.399750
1451200,-0.716339,0.628845
1454400,-0.690491,0.553650
1457600,-0.164764,0.177368
1460800,-0.710419,0.609558
1464000,-0.574646,0.636902
1467200,-0.401733,0.500793
1470400,-0.286438,0.330261
1473600,-0.454987,0.445557
1476800,-0.313049,0.253540
1480000,-0.011414,0.011810
1483200,-0.015045,0.016571
1486400,-0.424683,0.425446
1489600,-0.423950,0.431793
1492800,-0.376678,0.233551
1496000,-0.357727,0.236023
1499200,-0.356415,0.236786
1502400,-0.300812,0.243103
1505600,-0.189575,0.209808
1508800,-0.378845,0.322601
1512000,-0.203461,0.175781
1515200,-0.146393,0.128815
1518400,-0.284851,0.217072
1521600,-0.316956,0.239563
1524800,-0.226044,0.202606
1528000,-0.088226,0.070709
1531200,-0.378540,0.285522
1534400,-0.091980,0.056366
1537600,-0.455719,0.331512
1540800,-0.282745,0.236206
1544000,-0.373291,0.252777
1547200,-0.252319,0.211639
1550400,-0.313263,0.286926
1553600,-0.097992,0.118469
1556800,-0.254272,0.213806
1560000,-0.017914,0.018219
1563200,-0.162567,0.108704
1566400,-0.129883,0.073944
1569600,-0.180023,0.166016
1572800,-0.186737,0.142426
1576000,-0.096741,0.067444
1579200,-0.980103,0.833740
1582400,-0.981384,0.973114
1585600,-0.974701,0.979431
1588800,-0.926971,0.649139
1592000,-0.750732,0.517944
1595200,-0.056183,0.033600
1598400,-0.003998,0.003845
1601600,-0.813019,0.703278
1604800,-0.627289,0.939667
1608000,-0.611694,0.770752
1611200,-0.976837,0.852386
1614400,-0.626862,0.501495
1617600,-0.277710,0.273163
1620800,-0.735840,0.899292
1624000,-0.975769,0.978699
1627200,-0.979279,0.975555
1630400,-0.602051,0.723145
1633600,-0.492584,0.447754
1636800,-0.730927,0.683624
1640000,-0.533447,0.549713
1643200,-0.299774,0.414825
1646400,-0.228333,0.261688
1649600,-0.456451,0.401917
1652800,-0.379303,0.421875
1656000,-0.408569,0.380890
1659200,-0.353210,0.371399
1662400,-0.458466,0.475769
1665600,-0.289673,0.339447
1668800,-0.338165,0.333466
1672000,-0.392975,0.330017
1675200,-0.979462,0.908203
1678400,-0.978577,0.980682
1681600,-0.831970,0.964874
1684800,-0.978088,0.979767
1688000,-0.975464,0.879517
1691200,-0.630737,0.518219
1694400,-0.980438,0.973724
1697600,-0.862823,0.797028
1700800,-0.979431,0.981934
1704000,-0.982941,0.977722
1707200,-0.979340,0.975861
1710400,-0.019257,0.015900
1713600,-0.800323,0.548248
1716800,-0.669128,0.467987
1720000,-0.980530,0.702271
1723200,-0.860992,0.646942
1726400,-0.976837,0.980713
1729600,-0.832214,0.636444
1732800,-0.980835,0.964386
1736000,-0.559937,0.687531
1739200,-0.984863,0.927155
1742400,-0.974091,0.824036
1745600,-0.760773,0.598389
1748800,-0.880859,0.642578
1752000,-0.442841,0.366089
1755200,-0.806213,0.741882
1758400,-0.386475,0.380280
1761600,-0.010132,0.008820
1764800,-0.462311,0.493317
1768000,-0.485260,0.408264
1771200,-0.230835,0.219421
1774400,-0.086700,0.088593
1777600,-0.539917,0.431793
1780800,-0.250824,0.228790
1784000,-0.255341,0.249664
1787200,-0.512177,0.366302
1790400,-0.981110,0.791992
1793600,-0.584595,0.340027
1796800,-0.190247,0.209656
1800000,-0.659943,0.585968
1803200,-0.594208,0.566589
1806400,-0.101654,0.097229
1809600,-0.036560,0.035980
1812800,-0.579193,0.499817
1816000,-0.635681,0.543793
1819200,-0.669708,0.800751
1822400,-0.503052,0.356140
1825600,-0.127625,0.091095
1828800,-0.177582,0.312347
1832000,-0.536469,0.564911
1835200,-0.431519,0.383972
1838400,-0.727570,0.476074
1841600,-0.999969,0.546051
1844800,-0.412018,0.376617
1848000,-0.328522,0.221497
1851200,-0.870728,0.638458
1854400,-0.793121,0.604462
1857600,-0.641693,0.537109
1860800,-0.943115,0.965179
1864000,-0.648773,0.571503
1867200,-0.224915,0.177887
1870400,-0.328186,0.231873
1873600,-0.514496,0.428040
1876800,-0.976929,0.968781
1880000,-0.552063,0.548401
1883200,-0.957062,0.959595
1886400,-0.955902,0.961731
1889600,-0.068420,0.083496
1892800,-0.650146,0.614746
1896000,-0.902191,0.718567
1899200,-0.985199,0.757904
1902400,-0.882568,0.722046
1905600,-0.260376,0.265991
1908800,-0.975891,0.976440
1912000,-0.977234,0.820404
1915200,-0.105469,0.076874
1918400,-0.044464,0.039551
1921600,-0.993469,0.945251
1924800,-0.962769,0.618347
1928000,-0.725616,0.498108
1931200,-0.730255,0.516693
1934400,-0.337280,0.311676
1937600,-0.611725,0.265747
1940800,-0.977509,0.777191
1944000,-0.093994,0.106873
1947200,-0.235779,0.245850
1950400,-0.077759,0.066040
1953600,-0.975952,0.877197
1956800,-0.642731,0.524445
1960000,-0.280792,0.384735
1963200,-0.507263,0.362427
1966400,-0.547913,0.498627
1969600,-0.649323,0.496765
1972800,-0.588165,0.347168
1976000,-0.382538,0.226074
1979200,-0.126770,0.092255
1982400,-0.373627,0.408600
1985600,-0.274933,0.297913
1988800,-0.518097,0.379517
1992000,-0.656342,0.495056
1995200,-0.049896,0.055603
1998400,-0.207733,0.211304
2001600,-0.730438,0.554077
2004800,-0.730286,0.454468
2008000,-0.702515,0.387177
2011200,-0.336517,0.244049
2014400,-0.495483,0.321075
2017600,-0.277679,0.241760
2020800,-0.285431,0.240387
2024000,-0.605347,0.425842
2027200,-0.128571,0.119873
2030400,-0.916290,0.848480
2033600,-0.811768,0.392700
2036800,-0.293640,0.300293
2040000,-0.438904,0.332855
2043200,-0.410522,0.240784
2046400,-0.169678,0.132721
2049600,-0.413422,0.239105
2052800,-0.635406,0.756104
2056000,-0.160065,0.178192
2059200,-0.506470,0.462433
2062400,-0.199677,0.191437
2065600,-0.221039,0.187012
2068800,-0.192749,0.158112
2072000,-0.534576,0.566010
2075200,-0.238922,0.238647
2078400,-0.227112,0.160126
2081600,-0.160187,0.153259
2084800,-0.450745,0.312927
2088000,-0.169952,0.141327
2091200,-0.479492,0.365936
2094400,-0.828979,0.886536
2097600,-0.156311,0.125275
2100800,-0.466797,0.389771
2104000,-0.620300,0.456573
2107200,-0.048431,0.046478
2110400,-0.429596,0.457123
2113600,-0.724548,0.595032
2116800,-0.156586,0.145630
2120000,-0.733337,0.693146
2123200,-0.259979,0.199615
2126400,-0.034363,0.032349
2129600,-0.105896,0.094727
2132800,-0.866455,0.810211
2136000,-0.358002,0.301941
2139200,-0.261108,0.189575
2142400,-0.121735,0.117706
2145600,-0.359772,0.258575
2148800,-0.642914,0.548187
2152000,-0.252411,0.175964
2155200,-0.256653,0.227203
2158400,-0.229980,0.167328
2161600,-0.194275,0.183228
2164800,-0.151611,0.164001
2168000,-0.910461,0.639008
2171200,-0.502045,0.502838
2174400,-0.497467,0.375580
2177600,-0.477356,0.386932
2180800,-0.504883,0.416748
2184000,-0.340149,0.317902
2187200,-0.062103,0.098389
2190400,-0.025757,0.026428
2193600,-0.840240,0.636963
2196800,-0.176636,0.167694
2200000,-0.223083,0.260284
2203200,-0.379364,0.248199
2206400,-0.244019,0.206207
2209600,-0.250488,0.224670
2212800,-0.239746,0.228180
2216000,-0.297211,0.203888
2219200,-0.404236,0.278534
2222400,-0.230316,0.219208
2225600,-0.027130,0.022217
2228800,-0.009155,0.007385
2232000,-0.009979,0.008728
2235200,-0.008514,0.009155
2238400,-0.204163,0.175018
2241600,-0.310333,0.300598
2244800,-0.976318,0.975555
2248000,-0.784241,0.739075
2251200,-0.872833,0.936218
2254400,-0.978973,0.979614
2257600,-0.472229,0.467468
2260800,-0.677155,0.853607
2264000,-0.532959,0.418091
2267200,-0.555023,0.529694
2270400,-0.170380,0.149689
2273600,-0.518890,0.520782
2276800,-0.759796,0.593903
2280000,-0.349548,0.342773
2283200,-0.116394,0.071838
2286400,-0.473907,0.464508
2289600,-0.481018,0.494598
2292800,-0.684906,0.631439
2296000,-0.231018,0.288116
2299200,-0.306030,0.341980
2302400,-0.418274,0.536163
2305600,-0.807098,0.747040
2308800,-0.256012,0.230194
2312000,-0.464630,0.473206
2315200,-0.450195,0.382904
2318400,-0.252075,0.207703
2321600,-0.181000,0.165314
2324800,-0.444183,0.467407
2328000,-0.179382,0.184204
2331200,-0.301971,0.263885
2334400,-0.235077,0.202972
2337600,-0.406067,0.305115
2340800,-0.165558,0.175537
2344000,-0.367645,0.359497
2347200,-0.023285,0.030396
2350400,-0.481110,0.513977
2353600,-0.522888,0.491669
2356800,-0.101318,0.097229
2360000,-0.733368,0.569031
2363200,-0.120300,0.146973
2366400,-0.277374,0.401245
2369600,-0.463226,0.425659
2372800,-0.346527,0.304596
2376000,-0.477997,0.468414
2379200,-0.358978,0.358521
2382400,-0.098267,0.098511
2385600,-0.419312,0.495270
2388800,-0.062317,0.072906
2392000,-0.046143,0.061859
2395200,-0.266266,0.376801
2398400,-0.084503,0.088776
2401600,-0.299988,0.324249
2404800,-0.622101,0.447449
2408000,-0.520721,0.527985
2411200,-0.072052,0.075256
2414400,-0.029236,0.034058
2417600,-0.070984,0.080597
2420800,-0.108612,0.088196
2424000,-0.048126,0.054962
2427200,-0.027191,0.028137
2430400,-0.028320,0.031128
2433600,-0.011261,0.012085
2436800,-0.977417,0.974182
2440000,-0.978027,0.965546
2443200,-0.900421,0.814240
2446400,-0.698883,0.828369
2449600,-0.174255,0.163116
2452800,-0.901154,0.884674
2456000,-0.873749,0.861816
2459200,-0.235168,0.225464
2462400,-0.661133,0.757263
2465600,-0.771210,0.549164
2468800,-0.635223,0.481689
2472000,-0.031250,0.030060
2475200,-0.005493,0.006378
2478400,-0.200226,0.223450
2481600,-0.216583,0.157379
2484800,-0.217896,0.186035
2488000,-0.010101,0.013824
2491200,-0.198761,0.232544
2494400,-0.183655,0.205139
2497600,-0.363281,0.377136
2500800,-0.217102,0.172028
2504000,-0.369476,0.366821
2507200,-0.065704,0.053558
2510400,-0.010132,0.010315
2513600,-0.392426,0.419708
2516800,-0.489288,0.387695
2520000,-0.501404,0.422791
2523200,-0.102814,0.096863
2526400,-0.017303,0.018066
2529600,-0.006989,0.007141
2532800,-0.014862,0.017548
2536000,-0.075592,0.084778
2539200,-0.276917,0.273438
2542400,-0.240906,0.342560
2545600,-0.194885,0.201080
2548800,-0.077362,0.083282
2552000,-0.005707,0.006195
2555200,-0.026398,0.023071
2558400,-0.051788,0.053894
2561600,-0.229706,0.260468
2564800,-0.320465,0.282654
2568000,-0.547913,0.604767
2571200,-0.248840,0.342896
2574400,-0.050629,0.050629
2577600,-0.170959,0.164825
2580800,-0.150513,0.167511
2584000,-0.113037,0.105225
2587200,-0.370697,0.479584
2590400,-0.417786,0.390747
2593600,-0.012054,0.013641
2596800,-0.098206,0.071625
2600000,-0.346436,0.262787
2603200,-0.199127,0.168945
2606400,-0.185944,0.178619
2609600,-0.329315,0.307831
2612800,-0.258728,0.195587
2616000,-0.260437,0.313324
2619200,-0.199707,0.215027
2622400,-0.142731,0.194977
2625600,-0.301697,0.234558
2628800,-0.166962,0.144623
2632000,-0.208038,0.203461
2635200,-0.146881,0.096893
2638400,-0.017914,0.012421
2641600,-0.006653,0.008423
2644800,-0.175598,0.156403
2648000,-0.369598,0.210388
2651200,-0.341461,0.416565
2654400,-0.017944,0.019470
2657600,-0.005707,0.007355
2660800,-0.006714,0.005585
2664000,-0.440277,0.511047
2667200,-0.738708,0.684937
2670400,-0.545868,0.477417
2673600,-0.476410,0.386658
2676800,-0.190277,0.156128
2680000,-0.577911,0.448456
2683200,-0.176025,0.160309
2686400,-0.304749,0.252350
2689600,-0.240356,0.257263
2692800,-0.264465,0.334595
2696000,-0.262573,0.307220
2699200,-0.134674,0.130096
2702400,-0.208252,0.176880
2705600,-0.240387,0.218079
2708800,-0.241699,0.209625
2712000,-0.247681,0.228699
2715200,-0.318970,0.306030
2718400,-0.595886,0.672852
2721600,-0.306427,0.267517
2724800,-0.155396,0.191742
2728000,-0.254974,0.231995
2731200,-0.199707,0.192383
2734400,-0.164856,0.145355
2737600,-0.237274,0.178558
2740800,-0.225739,0.192047
2744000,-0.183990,0.170044
2747200,-0.081757,0.075653
2750400,-0.264038,0.235535
2753600,-0.269653,0.272125
2756800,-0.248657,0.190430
2760000,-0.238129,0.215363
2763200,-0.333130,0.340179
2766400,-0.311890,0.260620
2769600,-0.207275,0.149048
2772800,-0.087769,0.069122
2776000,-0.215820,0.241882
2779200,-0.195374,0.220276
2782400,-0.164825,0.221375
2785600,-0.199432,0.182709
2788800,-0.270416,0.226685
2792000,-0.010376,0.007751
2795200,-0.003876,0.004028
2798400,-0.394165,0.348602
2801600,-0.349823,0.289490
2804800,-0.308868,0.219452
2808000,-0.580048,0.393005
2811200,-0.976746,0.968323
2814400,-0.713257,0.612244
2817600,-0.565491,0.409424
2820800,-0.930878,0.857727
2824000,-0.889252,0.927185
2827200,-0.606415,0.588806
2830400,-0.654968,0.643524
2833600,-0.869202,0.877869
2836800,-0.173157,0.144257
2840000,-0.733307,0.700470
2843200,-0.523438,0.412842
2846400,-0.673950,0.502655
2849600,-0.371521,0.405334
2852800,-0.747589,0.666443
2856000,-0.861511,0.639496
2859200,-0.761078,0.747498
2862400,-0.669739,0.620636
2865600,-0.478973,0.374329
2868800,-0.394928,0.459259
2872000,-0.257080,0.203827
2875200,-0.855377,0.909088
2878400,-0.729889,0.740845
2881600,-0.177795,0.174286
2884800,-0.005981,0.004913
2888000,-0.004669,0.004089
2891200,-0.004364,0.004730
2894400,-0.004730,0.005310
2897600,-0.076630,0.088531
2900800,-0.206543,0.223450
2904000,-0.244507,0.234314
2907200,-0.256927,0.250732
2910400,-0.019531,0.022339
2913600,-0.166260,0.156738
2916800,-0.753510,0.737976
2920000,-0.713379,0.395599
2923200,-0.861450,0.811340
2926400,-0.696198,0.858612
2929600,-0.942780,0.804382
2932800,-0.954315,0.958435
2936000,-0.350189,0.424866
2939200,-0.395630,0.359070
2942400,-0.282990,0.265961
2945600,-0.742188,0.628326
2948800,-0.572906,0.382050
2952000,-0.502533,0.321259
2955200,-0.696869,0.558289
2958400,-0.054474,0.058746
2961600,-0.542999,0.478485
2964800,-0.425781,0.366364
2968000,-0.060516,0.069641
2971200,-0.480652,0.444336
2974400,-0.406799,0.372406
2977600,-0.067902,0.067688
2980800,-0.416626,0.469482
2984000,-0.546173,0.596222
2987200,-0.048157,0.056396
2990400,-0.874329,0.688232
2993600,-0.832733,0.798401
2996800,-0.050568,0.051086
3000000,-0.032990,0.032043
3003200,-0.024567,0.026428
3006400,-0.021637,0.022614
3009600,-0.024200,0.023041
3012800,-0.011505,0.011230
3016000,-0.008453,0.007355
3019200,-0.006439,0.006927
3022400,-0.006317,0.006683
3025600,-0.329529,0.227417
3028800,-0.979614,0.790283
3032000,-0.980011,0.981598
3035200,-0.143127,0.139801
3038400,-0.022919,0.021179
3041600,-0.004578,0.004761
3044800,-0.013885,0.013702
3048000,-0.090363,0.075348
